,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
10,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Churu,0,0,0,175963.0,5,32,0,,,,,1301558,582443,2041172,2021-10-31 18:00,https://twitter.com/dineshkumawat,,16720,107,16613,307663,1301558,582443,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1884001.0,37
11,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Dausa,0,0,0,139777.0,182,1072,0,,,,,941513,395584,1637226,2021-10-31 18:00,https://twitter.com/dineshkumawat,,13351,62,13289,201457,941513,395584,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1337097.0,1254
12,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Dholpur,0,0,1,97819.0,45,83,0,,,,,660103,279501,1207293,2021-10-31 18:00,https://twitter.com/dineshkumawat,,11010,48,10962,219127,660103,279501,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,939604.0,128
13,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Dungarpur,0,0,0,116359.0,90,246,0,,,,,737200,349762,1388906,2021-10-31 18:00,https://twitter.com/dineshkumawat,,18407,131,18276,238276,737200,349762,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1086962.0,336
14,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Ganganagar,0,0,0,242567.0,749,1957,0,,,,,1278952,525137,1969520,2021-10-31 18:00,https://twitter.com/dineshkumawat,,19354,150,19203,323273,1278952,525137,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1804089.0,2706
15,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Hanumangarh,0,0,0,276654.0,72,478,0,,,,,1230511,588688,1779650,2021-10-31 18:00,https://twitter.com/dineshkumawat,,16053,111,15942,359196,1230511,588688,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1819199.0,550
16,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Jaipur,2,0,0,1498642.0,1825543,874176,0,,,,,2757414,1316536,6663971,2021-10-31 18:00,https://twitter.com/dineshkumawat,,187804,1970,185816,2467425,4582410,2189042,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,6771452.0,2699719
17,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Jaisalmer,0,0,0,121005.0,199,474,0,,,,,416014,194163,672008,2021-10-31 18:00,https://twitter.com/dineshkumawat,,13639,66,13573,201087,416014,194163,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,610177.0,673
18,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Jalore,0,0,0,182424.0,309,738,0,,,,,987519,393953,1830151,2021-10-31 18:00,https://twitter.com/dineshkumawat,,10067,72,9995,366596,987519,393953,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1381472.0,1047
19,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Jhalawar,0,0,0,170434.0,359,2133,0,,,,,922646,363082,1411327,2021-10-31 18:00,https://twitter.com/dineshkumawat,,13612,187,13425,267597,922646,363082,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1285728.0,2492
20,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Jhunjhunu,0,0,0,233910.0,267,1682,0,,,,,1449967,787196,2139658,2021-10-31 18:00,https://twitter.com/dineshkumawat,,14811,158,14653,357343,1449967,787196,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,2237163.0,1949
21,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Jodhpur,0,0,0,536984.0,26,93,0,,,,,2263325,1036743,3685681,2021-10-31 18:00,https://twitter.com/dineshkumawat,,112412,1103,111308,1137943,2263325,1036743,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,3300068.0,119
22,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Karauli,0,0,0,99725.0,1578,993,0,,,,,813922,395700,1458459,2021-10-31 18:00,https://twitter.com/dineshkumawat,,7156,70,7086,164206,813922,395700,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1209622.0,2571
23,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Kota,0,0,0,504106.0,170,2306,0,,,,,1269245,655588,1950491,2021-10-31 18:00,https://twitter.com/dineshkumawat,,57053,449,56603,859615,1269245,655588,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1924833.0,2476
24,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Nagaur,0,0,0,246445.0,636,3335,0,,,,,2077555,1016874,3309234,2021-10-31 18:00,https://twitter.com/dineshkumawat,,17737,177,17560,476267,2077555,1016874,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,3094429.0,3971
25,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Pali,0,0,0,159003.0,704,3089,0,,,,,1200554,513058,2038533,2021-10-31 18:00,https://twitter.com/dineshkumawat,,27324,287,27037,338466,1200554,513058,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1713612.0,3793
26,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Pratapgarh,0,0,0,139788.0,39,298,0,,,,,655140,345189,868231,2021-10-31 18:00,https://twitter.com/dineshkumawat,,7143,63,7080,191996,655140,345189,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1000329.0,337
27,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Rajsamand,0,0,0,128754.0,345,988,0,,,,,691497,299553,1158283,2021-10-31 18:00,https://twitter.com/dineshkumawat,,17044,169,16875,220729,691497,299553,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,991050.0,1333
28,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Sawai Madhopur,0,0,0,93393.0,268,844,0,,,,,756544,347992,1338114,2021-10-31 18:00,https://twitter.com/dineshkumawat,,10618,61,10557,178076,756544,347992,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1104536.0,1112
29,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Sikar,0,0,0,240498.0,39,130,0,,,,,1838263,821713,2677737,2021-10-31 18:00,https://twitter.com/dineshkumawat,,30618,335,30283,405540,1838263,821713,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,2659976.0,169
30,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Sirohi,0,0,0,166417.0,480,589,0,,,,,610090,348789,1037185,2021-10-31 18:00,https://twitter.com/dineshkumawat,,13732,79,13653,251033,610090,348789,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,958879.0,1069
31,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Tonk,0,0,0,160844.0,48,268,0,,,,,884688,419023,1421711,2021-10-31 18:00,https://twitter.com/dineshkumawat,,9498,92,9406,235069,884688,419023,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,1303711.0,316
32,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Udaipur,0,0,0,427526.0,1169,2727,0,,,,,1715072,854773,3067549,2021-10-31 18:00,https://twitter.com/dineshkumawat,,56405,753,55652,679048,1715072,854773,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,2569845.0,3896
33,2021-11-31,RJ,2.0,0.0,2.0,13454.0,10670,33555,0,954417.0,8954.0,945438.0,14764408.0,42543054.0,20093989.0,Other State,148,0,148,,0,0,0,,,,,0,0,0,2021-10-31 18:00,https://twitter.com/dineshkumawat,,337,39,298,6012,0,0,2021-11-03 09:39,77264000,2021-10-31 18:00,https://twitter.com/dineshkumawat,,954429,8954,945443,14807752,42543054,20093989,62637043.0,44225.0,62637043.0,,0
