,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
13,2021-10-26,KA,Gadag,,,,26066,319,25747,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,679888,313407,1004807,2986553,38024,2939990,50314135,42013339,21856656,63869995
14,2021-10-26,KA,Hassan,,,,111676,1253,110192,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,1220623,594459,1829557,2986553,38024,2939990,50314135,42013339,21856656,63869995
15,2021-10-26,KA,Haveri,,,,21946,643,21300,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,994628,364128,1373394,2986553,38024,2939990,50314135,42013339,21856656,63869995
16,2021-10-26,KA,Kalaburagi,,,,61920,819,61083,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,1294303,605798,1932676,2986553,38024,2939990,50314135,42013339,21856656,63869995
17,2021-10-26,KA,Kodagu,,,,36994,329,36582,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,384467,202522,590957,2986553,38024,2939990,50314135,42013339,21856656,63869995
18,2021-10-26,KA,Kolar,,,,46905,636,46245,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,981912,601157,1601688,2986553,38024,2939990,50314135,42013339,21856656,63869995
19,2021-10-26,KA,Koppal,,,,35198,521,34657,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,801705,383857,1203254,2986553,38024,2939990,50314135,42013339,21856656,63869995
20,2021-10-26,KA,Mandya,,,,73713,650,73002,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,1184943,636736,1840782,2986553,38024,2939990,50314135,42013339,21856656,63869995
21,2021-10-26,KA,Mysuru,,,,178970,2409,176278,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,2109008,1167916,3308242,2986553,38024,2939990,50314135,42013339,21856656,63869995
22,2021-10-26,KA,Raichur,,,,39972,331,39639,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,1005740,419539,1443668,2986553,38024,2939990,50314135,42013339,21856656,63869995
23,2021-10-26,KA,Ramanagara,,,,24198,319,23863,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,749635,449906,1216898,2986553,38024,2939990,50314135,42013339,21856656,63869995
24,2021-10-26,KA,Shivamogga,,,,69419,1088,68194,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,1144786,498776,1660488,2986553,38024,2939990,50314135,42013339,21856656,63869995
25,2021-10-26,KA,Tumakuru,,,,120732,1126,119348,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,1645591,827987,2507214,2986553,38024,2939990,50314135,42013339,21856656,63869995
26,2021-10-26,KA,Udupi,,,,76682,489,76133,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,917430,510348,1440532,2986553,38024,2939990,50314135,42013339,21856656,63869995
27,2021-10-26,KA,Uttara Kannada,,,,56173,766,55307,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,977271,480559,1467357,2986553,38024,2939990,50314135,42013339,21856656,63869995
28,2021-10-26,KA,Vijayapura,,,,36266,495,35762,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,1491414,593277,2126006,2986553,38024,2939990,50314135,42013339,21856656,63869995
29,2021-10-26,KA,Yadgir,,,,27545,207,27335,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,694634,334604,1048670,2986553,38024,2939990,50314135,42013339,21856656,63869995
30,2021-10-26,KA,Others*,,,,36,3,33,,2021-11-10T09:06:31.477133+05:30,2021-11-10T09:06:31.477133+05:30,,,,,,2986553,38024,2939990,50314135,42013339,21856656,63869995
