,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
10,10,10,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Gondia,0,0,0,,0,9,0,0,2.0,0.0,3.0,,4726.0,14964.0,0,1322331,,,,40519,569,39941,,891198,477473,0,7,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,7.0
11,11,11,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Hingoli,0,0,0,,20,15,0,0,1.0,0.0,1.0,,23329.0,8598.0,0,1178973,,,,18476,506,17949,,546779,204612,0,1,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,1.0
12,12,12,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Jalgaon,2,0,2,,128,36,0,0,6.0,0.0,13.0,,19479.0,12081.0,0,4224442,,,,139941,2714,137187,,2093521,705062,0,32,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,32.0
13,13,13,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Jalna,4,1,0,,0,0,0,0,18.0,1.0,12.0,,45410.0,16104.0,0,1958483,,,,60626,1210,59387,,1094651,419827,0,1,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,1.0
14,14,14,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Kolhapur,3,0,0,,32,129,0,0,58.0,0.0,66.0,,6362.0,11211.0,0,3874015,,,,206704,5847,200724,,2538741,1047580,0,5,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,5.0
15,15,15,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Latur,4,0,0,,117,43,0,0,35.0,2.0,60.0,,45729.0,19725.0,0,2455543,,,,92150,2437,89668,,1199797,516064,0,6,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,6.0
16,16,16,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Mumbai,252,6,269,,262,1035,0,0,1999.0,30.0,2745.0,,69533.0,158053.0,0,12442373,,,,757803,16265,734859,,9150183,5645012,0,2519,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,2519.0
17,17,17,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Nagpur,0,0,0,,44,97,0,0,38.0,0.0,80.0,,33668.0,42908.0,0,4653171,,,,493621,9128,484386,,3020468,1479407,0,71,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,71.0
18,18,18,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Nanded,2,0,4,,2530,708,0,0,19.0,0.0,19.0,,92754.0,31345.0,0,3356566,,,,90418,2658,87731,,1601208,576245,0,7,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,7.0
19,19,19,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Nandurbar,0,0,0,,1213,287,0,0,3.0,0.0,2.0,,51403.0,24371.0,0,1646177,,,,40007,948,39055,,768961,363067,0,3,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,3.0
20,20,20,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Nashik,85,1,0,,391,83,0,0,454.0,7.0,265.0,,88643.0,34776.0,0,6109052,,,,410929,8681,401580,,3512550,1316013,0,1,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,1.0
21,21,21,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Osmanabad,4,2,0,,13,2,0,0,81.0,6.0,108.0,,35860.0,9008.0,0,1660311,,,,67860,1969,65647,,821749,312778,0,116,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,116.0
22,22,22,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Other State,0,0,0,,0,0,0,0,0.0,0.0,0.0,,,,0,0,,,,144,111,31,,0,0,0,2,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,2.0
23,23,23,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Palghar,25,0,3,,794,1605,0,0,157.0,7.0,383.0,,19085.0,31549.0,0,2990116,,,,138107,3289,134503,,1878492,696117,0,14,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,14.0
24,24,24,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Parbhani,2,0,0,,441,211,0,0,16.0,0.0,6.0,,36359.0,14709.0,0,1835982,,,,52373,1233,51082,,922783,385079,0,19,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,19.0
25,25,25,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Pune,241,4,241,,299,628,0,0,1415.0,27.0,2127.0,,40038.0,73056.0,0,9426959,,,,1155663,19612,1132512,,7856081,4292750,0,349,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,349.0
26,26,26,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Raigad,54,0,20,,151,438,0,0,281.0,7.0,227.0,,12155.0,21834.0,0,2635394,,,,196141,4553,190875,,1865506,785179,0,7,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,7.0
27,27,27,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Ratnagiri,8,0,9,,43,85,0,0,75.0,6.0,120.0,,6403.0,5354.0,0,1612672,,,,78986,2484,76360,,922873,391478,0,5,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,5.0
28,28,28,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Sangli,15,0,200,,26,59,0,0,112.0,2.0,314.0,,4931.0,8774.0,0,2820575,,,,209818,5614,203964,,1812766,806816,0,9,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,9.0
29,29,29,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Satara,29,6,10,,90,104,0,0,102.0,19.0,331.0,,8540.0,17751.0,0,3003922,,,,250538,6442,243725,,1967355,874264,0,31,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,31.0
30,30,30,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Sindhudurg,19,0,1,,1,0,0,0,88.0,4.0,210.0,,3008.0,3213.0,0,848868,,,,52832,1436,51152,,527007,281431,0,15,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,15.0
31,31,31,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Solapur,36,0,4,,350,80,0,0,220.0,14.0,275.0,,46836.0,18424.0,0,4315527,,,,210598,5557,204566,,2260354,697867,0,110,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,110.0
32,32,32,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Thane,163,5,164,,558,1495,0,0,1167.0,39.0,2449.0,,67992.0,82261.0,0,11060148,,,,610752,11482,597551,,5512328,2788651,0,35,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,35.0
33,33,33,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Wardha,2,0,2,,0,0,0,0,7.0,0.0,5.0,,7439.0,7990.0,0,1296157,,,,57347,1217,55958,,758978,319111,0,165,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,165.0
34,34,34,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Washim,0,0,0,,777,330,0,0,4.0,0.0,6.0,,21244.0,12671.0,0,1196714,,,,41663,637,41021,,589141,327793,0,3,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,3.0
35,35,35,2021-11-04,MH,1141,32,1163,100229,11258,8976,0,0,7345.0,211.0,10809.0,730674.0,1014583.0,828450.0,0.0,Yavatmal,4,0,4,,1125,430,0,0,7.0,0.0,8.0,,48175.0,17713.0,0,2775457,,,,75971,1798,74164,,1234165,504638,0,4,2021-11-05 18:28:26,122153000,2021-11-05 18:28:26,,,6615299,140345,6456263,63047584,67669173,31377168,0,3629,3629.0,4.0
