,Unnamed: 0,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
60,60,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Prayagraj,,,,,15538,14167,0,,,,,2746879,876411,5959798,,,,,,,,2746879,876411,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,3623290.0,29705
61,61,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Rae Bareli,,,,,4175,6663,0,,,,,1440350,351357,3404004,,,,,,,,1440350,351357,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,1791707.0,10838
62,62,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Rampur,,,,,4240,3587,0,,,,,993906,254007,2335398,,,,,,,,993906,254007,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,1247913.0,7827
63,63,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Saharanpur,,,,,3902,6841,0,,,,,1642013,583827,3464228,,,,,,,,1642013,583827,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,2225840.0,10743
64,64,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Sambhal,,,,,4025,2837,0,,,,,897811,207189,2217020,,,,,,,,897811,207189,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,1105000.0,6862
65,65,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Sant Kabir Nagar,,,,,5350,4365,0,,,,,804856,199470,1714300,,,,,,,,804856,199470,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,1004326.0,9715
66,66,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Shahjahanpur,,,,,42693,17149,0,,,,,1785966,555976,3002376,,,,,,,,1785966,555976,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,2341942.0,59842
67,67,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Shamli,,,,,1641,3059,0,,,,,606609,209497,1274815,,,,,,,,606609,209497,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,816106.0,4700
68,68,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Shrawasti,,,,,1030,1754,0,,,,,516185,183408,1114615,,,,,,,,516185,183408,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,699593.0,2784
69,69,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Siddharthnagar,,,,,2607,7157,0,,,,,1227740,486787,2553526,,,,,,,,1227740,486787,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,1714527.0,9764
70,70,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Sitapur,,,,,11430,16728,0,,,,,2151426,513969,4474446,,,,,,,,2151426,513969,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,2665395.0,28158
71,71,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Sonbhadra,,,,,3032,4055,0,,,,,815923,240926,1862612,,,,,,,,815923,240926,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,1056849.0,7087
72,72,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Sultanpur,,,,,5256,7012,0,,,,,1183451,378010,3790922,,,,,,,,1183451,378010,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,1561461.0,12268
73,73,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Unnao,,,,,3870,5154,0,,,,,1558060,425667,3110595,,,,,,,,1558060,425667,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,1983727.0,9024
74,74,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Varanasi,,,,,5013,7859,0,,,,,2114394,851764,3682194,,,,,,,,2114394,851764,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,2966158.0,12872
75,75,2021-11-31,UP,6,0,6,0,361818,491346,0,1710133.7142857143,22899.714285714286,1687132.0,,98537599.0,33169895.0,Unknown,6.0,0.0,6.0,,0,0,0,,,,,0,0,0,,,,1710158.0,22900.0,1687151.0,,0,0,2021-11-03 09:46:07.874821,224979000,,,,1710158,22900,1687151,,98537599,33169895,131707494.0,853164.0,131707494.0,,0
