,Unnamed: 0,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState,deltaVaccinatedForState,7DmaVaccinatedForState,cumulativeVaccinatedNumberForDistrict,deltaVaccinatedForDistrict
10,10,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Yamunanagar,0,0,0,,102,185,0,,,,,831598,340196,1214162,,,,24631.0,414.0,24215,,831598,340196,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,1171794.0,287
11,11,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Bhiwani,0,0,0,,578,2454,0,,,,,741251,317765,1629109,,,,22409.0,652.0,21757,,741251,317765,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,1059016.0,3032
12,12,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Kurukshetra,0,0,0,,55,199,0,,,,,610380,248125,964231,,,,22147.0,357.0,21789,,610380,248125,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,858505.0,254
13,13,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Mahendragarh,0,0,0,,205,529,0,,,,,576527,264911,921680,,,,21689.0,155.0,21534,,576527,264911,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,841438.0,734
14,14,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Jind,0,0,0,,490,567,0,,,,,704573,250859,1332042,,,,21209.0,533.0,20675,,704573,250859,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,955432.0,1057
15,15,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Rewari,0,0,0,,83,353,0,,,,,648724,294989,896129,,,,20327.0,221.0,20106,,648724,294989,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,943713.0,436
16,16,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Jhajjar,0,0,0,,569,996,0,,,,,684511,293496,956907,,,,18849.0,328.0,18514,,684511,293496,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,978007.0,1565
17,17,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Fatehabad,0,0,0,,30,37,0,,,,,574546,201763,941522,,,,17875.0,481.0,17394,,574546,201763,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,776309.0,67
18,18,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Kaithal,0,0,0,,69,149,0,,,,,615168,217439,1072861,,,,11244.0,346.0,10898,,615168,217439,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,832607.0,218
19,19,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Palwal,0,0,0,,358,259,0,,,,,608874,221786,1040493,,,,11025.0,153.0,10872,,608874,221786,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,830660.0,617
20,20,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Charkhi Dadri,0,0,0,,2,35,0,,,,,364599,262184,502276,,,,5078.0,139.0,4939,,364599,262184,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,626783.0,37
21,21,2021-11-31,HR,11.0,0.0,10,0,8476,15797,0,771215.1428571428,10049.0,761034.0,,17772039.0,8114801.0,Nuh,0,0,0,,2433,583,0,,,,,354422,78081,1089406,,,,5014.0,123.0,4890,,354422,78081,2021-11-03T15:09:20.777909+05:30,28672000,,,,771252.0,10049.0,761068,,17772039,8114801,25886840.0,24273.0,25886840.0,432503.0,3016
