,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinatedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaVaccinatedForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaVaccinatedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaVaccinatedForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,statePopulation,tested_last_updated_statetested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
10,2021-10-28,India,,,,,,,,,Gujarat,,,,,,,,,,,,,826481,10088,816220,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
11,2021-10-28,India,,,,,,,,,Haryana,,,,,,,,,,,,,771204,10049,761022,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
12,2021-10-28,India,,,,,,,,,Himachal Pradesh,,,,,,,,,,,,,223406,3741,217693,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
13,2021-10-28,India,,,,,,,,,Jammu and Kashmir,,,,,,,,,,,,,331865,4431,326596,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
14,2021-10-28,India,,,,,,,,,Jharkhand,,,,,,,,,,,,,348705,5137,343408,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
15,2021-10-28,India,,,,,,,,,Karnataka,,,,,,,,,,,,,2986835,38037,2940339,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
16,2021-10-28,India,,,,,,,,,Kerala,,,,,,,,,,,,,4938603,29977,4831468,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
17,2021-10-28,India,,,,,,,,,Ladakh,,,,,,,,,,,,,20925,208,20670,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
18,2021-10-28,India,,,,,,,,,Lakshadweep,,,,,,,,,,,,,10365,51,10314,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
19,2021-10-28,India,,,,,,,,,Maharashtra,,,,,,,,,,,,,6606536,140098,6443342,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
20,2021-10-28,India,,,,,,,,,Manipur,,,,,,,,,,,,,123473,1917,120712,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
21,2021-10-28,India,,,,,,,,,Meghalaya,,,,,,,,,,,,,83466,1448,81511,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
22,2021-10-28,India,,,,,,,,,Mizoram,,,,,,,,,,,,,119496,424,111752,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
23,2021-10-28,India,,,,,,,,,Madhya Pradesh,,,,,,,,,,,,,792804,10524,782172,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
24,2021-10-28,India,,,,,,,,,Nagaland,,,,,,,,,,,,,31759,681,30856,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
25,2021-10-28,India,,,,,,,,,Odisha,,,,,,,,,,,,,1039818,8318,1027108,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
26,2021-10-28,India,,,,,,,,,Puducherry,,,,,,,,,,,,,127846,1857,125546,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
27,2021-10-28,India,,,,,,,,,Punjab,,,,,,,,,,,,,602289,16556,585487,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
28,2021-10-28,India,,,,,,,,,Rajasthan,,,,,,,,,,,,,954411,8954,945437,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
29,2021-10-28,India,,,,,,,,,Sikkim,,,,,,,,,,,,,31925,395,31353,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
30,2021-10-28,India,,,,,,,,,Tamil Nadu,,,,,,,,,,,,,2698493,36060,2650145,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
31,2021-10-28,India,,,,,,,,,Telengana,,,,,,,,,,,,,670829,3951,662714,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
32,2021-10-28,India,,,,,,,,,Tripura,,,,,,,,,,,,,84438,816,83499,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
33,2021-10-28,India,,,,,,,,,Uttar Pradesh,,,,,,,,,,,,,1710114,22899,1687115,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
34,2021-10-28,India,,,,,,,,,Uttarakhand,,,,,,,,,,,,,343861,7399,336312,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
35,2021-10-28,India,,,,,,,,,West Bengal,,,,,,,,,,,,,1589042,19096,1561973,,,2021-10-28 23:20:17.698151,,,,34231809,456386,33614434,604498405,1040499873
